Team,Conference,Year,Target,Win %,Off.Rank,Def.Rank,Avg.Turnover.Margin.per.Game,Points.Per.Game,Avg.Points.per.Game.Allowed,Rush.Yards.Per.Game.Allowed,Rushing.Yards.per.Game,Pass.Yards.Per.Game.Allowed,Pass.Yards.Per.Game,Off.Yards.Play,Yards.Play.Allowed,X3rd.Percent,Opponent.3rd.Percent,Redzone.Points,Redzone.Points.Allowed
Akron,MAC,2022,0,0.16666666666666666,80,92,-1.08,21.8,33.5,162.4,89.6,243.8,283.1,5.11,6.0,0.345,0.352,0.86,0.849
Cincinnati,AAC,2022,0,0.6923076923076923,81,29,0.46,29.2,20.6,153.2,129.7,182.2,242.6,5.76,4.62,0.363,0.385,0.902,0.762
Missouri,SEC,2022,0,0.46153846153846156,82,34,-0.23,24.8,25.2,125.5,156.2,215.3,213.7,5.43,5.28,0.394,0.344,0.809,0.875
Iowa St.,Big 12,2022,0,0.3333333333333333,83,4,-0.58,20.2,20.2,107.3,108.0,178.2,261.8,5.09,4.73,0.419,0.288,0.705,0.906
San Jose St.,Mountain West,2022,0,0.5833333333333334,84,33,0.92,27.4,22.0,122.2,95.8,217.7,272.5,5.71,5.07,0.367,0.394,0.827,0.718
Central Mich.,MAC,2022,0,0.3333333333333333,85,62,-1.5,24.8,28.2,149.6,159.2,221.9,208.1,5.28,5.2,0.355,0.33,0.738,0.773
Miami,FL,2022,0,0.4166666666666667,86,65,-0.25,23.6,26.8,142.9,128.1,233.6,239.0,5.33,5.94,0.404,0.42,0.812,0.83
Army West Point,FBS Independent,2022,0,0.5,87,45,0.33,28.6,22.5,199.0,289.4,160.0,76.7,5.84,5.76,0.434,0.387,0.872,0.767
Eastern Mich.,MAC,2022,0,0.6923076923076923,88,66,0.08,29.8,28.5,156.1,140.8,220.9,223.9,5.3,5.62,0.449,0.426,0.939,0.92
California,Pac-12,2022,0,0.3333333333333333,89,111,0.5,23.9,27.8,149.1,96.6,279.5,268.0,5.57,5.82,0.353,0.391,0.825,0.812
Louisiana,Sun Belt,2022,0,0.46153846153846156,90,50,0.31,26.2,22.8,141.6,141.9,220.1,222.5,5.28,5.3,0.382,0.395,0.773,0.875
Wisconsin,Big Ten,2022,0,0.5384615384615384,91,11,0.15,26.3,20.2,99.2,179.8,204.3,183.8,5.72,4.82,0.402,0.322,0.818,0.78
Stanford,Pac-12,2022,0,0.25,92,114,-0.83,21.3,32.2,224.4,107.3,209.7,254.2,5.27,6.56,0.378,0.342,0.871,0.778
Texas A&M,SEC,2022,0,0.4166666666666667,93,52,-0.08,22.8,20.7,208.8,141.5,156.2,219.4,5.72,5.17,0.359,0.356,0.895,0.727
Washington St.,Pac-12,2022,0,0.5384615384615384,94,86,0.23,26.1,22.9,134.6,106.8,267.7,253.8,5.41,5.84,0.364,0.38,0.917,0.756
Troy,Sun Belt,2022,1,0.8571428571428571,95,19,0.43,25.6,17.1,119.9,117.0,206.9,242.9,5.62,4.69,0.333,0.395,0.812,0.78
Utah St.,Mountain West,2022,0,0.46153846153846156,96,83,-0.69,22.2,31.2,194.2,159.2,205.0,195.2,4.86,5.75,0.328,0.414,0.703,0.936
Michigan St.,Big Ten,2022,0,0.4166666666666667,97,101,-0.33,24.4,27.4,178.6,113.0,237.9,240.0,5.48,5.81,0.388,0.435,0.718,0.787
UNLV,Mountain West,2022,0,0.4166666666666667,98,72,0.5,26.3,28.5,157.5,137.1,225.8,215.0,5.54,5.48,0.323,0.373,0.85,0.796
Temple,AAC,2022,0,0.25,99,77,-0.92,21.9,29.2,192.6,82.4,198.6,268.1,5.24,5.64,0.329,0.362,0.853,0.812
Southern Miss.,Sun Belt,2022,0,0.5384615384615384,100,59,-0.23,25.3,23.5,138.2,141.8,234.0,207.5,5.5,5.4,0.341,0.364,0.811,0.842
Vanderbilt,SEC,2022,0,0.4166666666666667,101,123,0.0,24.6,36.0,170.8,159.9,290.5,187.3,5.27,6.95,0.368,0.397,0.857,0.844
Nebraska,Big Ten,2022,0,0.3333333333333333,102,100,-0.25,22.6,27.6,189.1,123.3,225.3,220.8,5.43,5.48,0.4,0.424,0.853,0.902
Virginia,ACC,2022,0,0.3,103,44,-0.9,17.0,24.0,153.2,123.1,204.4,221.0,5.14,4.97,0.321,0.37,0.75,0.882
Hawaii,Mountain West,2022,0,0.23076923076923078,104,117,-0.62,19.8,34.7,213.3,137.2,224.8,205.5,4.97,6.6,0.345,0.395,0.821,0.883
NC State,ACC,2022,0,0.6153846153846154,105,20,0.46,24.3,19.2,100.7,113.8,226.2,226.1,4.84,4.99,0.362,0.328,0.867,0.861
Old Dominion,Sun Belt,2022,0,0.25,106,118,0.0,19.5,26.6,198.3,92.2,244.2,247.2,5.56,5.73,0.294,0.412,0.786,0.745
Northwestern,Big Ten,2022,0,0.08333333333333333,107,63,-1.58,13.8,28.3,191.3,125.1,183.4,210.3,4.54,5.56,0.373,0.418,0.758,0.886
Bowling Green,MAC,2022,0,0.46153846153846156,108,103,0.0,23.5,32.5,168.9,100.2,250.7,234.7,5.1,5.82,0.34,0.47,0.769,0.83
New Mexico St.,FBS Independent,2022,0,0.5384615384615384,109,30,-0.38,25.5,23.9,149.5,161.5,186.8,169.2,5.67,5.01,0.39,0.373,0.868,0.818
Indiana,Big Ten,2022,0,0.3333333333333333,110,119,-0.33,23.2,33.9,175.1,110.8,274.2,217.4,4.48,5.89,0.335,0.424,0.744,0.782
Navy,AAC,2022,0,0.3333333333333333,111,32,0.25,21.9,24.3,88.9,241.2,250.1,85.7,4.7,5.79,0.378,0.357,0.818,0.886
ULM,Sun Belt,2022,0,0.3333333333333333,112,110,-0.58,22.3,34.4,195.1,120.7,232.7,205.3,5.22,6.19,0.401,0.427,0.879,0.887
Texas St.,Sun Belt,2022,0,0.3333333333333333,113,49,0.25,21.1,26.3,116.2,104.1,244.9,221.1,4.72,5.27,0.368,0.354,0.914,0.805
San Diego St.,Mountain West,2022,0,0.5384615384615384,114,16,-0.38,21.5,20.5,113.8,143.4,208.8,181.5,5.19,4.92,0.294,0.35,0.829,0.69
Georgia Tech,ACC,2022,0,0.4166666666666667,115,85,0.92,17.2,28.4,188.6,132.7,212.4,192.2,4.83,5.56,0.306,0.386,0.711,0.804
Kentucky,SEC,2022,0,0.5384615384615384,116,12,-0.15,20.4,19.2,140.6,116.2,170.8,208.5,5.19,5.19,0.341,0.333,0.787,0.818
FIU,C-USA,2022,0,0.3333333333333333,117,120,-0.5,18.7,37.2,191.8,105.0,260.3,218.8,4.71,6.05,0.289,0.495,0.676,0.839
Arkansas St.,Sun Belt,2022,0,0.25,118,90,0.25,25.0,31.4,162.4,88.2,242.7,226.6,4.86,5.82,0.293,0.364,0.917,0.917
Wyoming,Mountain West,2022,0,0.5384615384615384,119,57,-0.15,21.2,23.9,153.5,181.4,217.0,132.2,5.21,5.35,0.349,0.382,0.906,0.851
Virginia Tech,ACC,2022,0,0.2727272727272727,120,56,-0.55,19.3,24.7,135.2,110.2,235.2,203.3,4.7,5.4,0.314,0.341,0.821,0.895
Boston College,ACC,2022,0,0.25,121,67,-0.92,17.8,30.3,166.7,63.2,211.2,247.1,4.64,5.63,0.328,0.37,0.812,0.875
Miami,OH,2022,0,0.46153846153846156,122,61,0.77,20.2,22.6,135.9,140.1,237.2,165.5,4.85,5.41,0.314,0.401,0.795,0.881
Nevada,Mountain West,2022,0,0.16666666666666666,123,81,0.17,18.8,30.9,164.6,119.1,231.6,185.6,4.43,5.84,0.356,0.423,0.829,0.814
UConn,FBS Independent,2022,0,0.46153846153846156,124,70,0.0,19.4,26.2,169.7,191.0,210.8,112.2,4.92,5.51,0.369,0.428,0.829,0.837
Western Mich.,MAC,2022,0,0.4166666666666667,125,39,0.33,19.0,24.1,140.1,136.2,212.1,165.7,4.53,5.43,0.314,0.316,0.727,0.8
Colorado St.,Mountain West,2022,0,0.25,126,42,-0.42,13.2,26.9,163.6,89.0,191.4,196.8,4.85,5.14,0.225,0.378,0.522,0.932
Rutgers,Big Ten,2022,0,0.3333333333333333,127,38,-0.5,17.4,29.2,142.9,128.2,206.8,153.9,4.44,5.18,0.285,0.341,0.786,0.951
Colorado,Pac-12,2022,0,0.08333333333333333,128,130,-0.92,15.4,44.5,245.1,108.3,264.7,172.9,4.52,7.2,0.317,0.531,0.759,0.853
Massachusetts,FBS Independent,2022,0,0.08333333333333333,129,55,-0.25,12.5,31.1,194.3,148.8,175.2,116.9,4.0,6.07,0.284,0.309,0.8,0.886
Iowa,Big Ten,2022,0,0.6153846153846154,130,2,0.46,17.7,13.3,101.3,94.9,169.5,156.7,4.24,3.99,0.278,0.306,0.815,0.794
New Mexico,Mountain West,2022,0,0.16666666666666666,131,46,0.33,13.1,26.0,157.4,123.2,202.8,104.9,3.94,5.54,0.22,0.341,0.786,0.931
LSU,SEC,2023,1,0.7692307692307693,1,105,0.46,45.5,28.0,161.0,204.5,255.6,338.9,8.40,6.14,0.550,0.448,0.908,0.891
Oregon,Pac-12,2023,1,0.8571428571428571,2,22,0.79,44.2,16.5,102.6,184.5,215.9,346.9,7.82,4.99,0.510,0.358,0.878,0.833
Oklahoma,Big 12,2023,1,0.7692307692307693,3,77,0.46,41.7,23.5,138.6,182.2,250.8,324.8,6.77,5.41,0.492,0.311,0.896,0.810
Liberty,CUSA,2023,1,0.9285714285714286,4,58,0.50,38.3,23.9,116.7,293.3,255.9,205.9,7.18,5.73,0.500,0.380,0.818,0.816
Georgia,SEC,2023,1,0.9285714285714286,5,9,0.21,40.1,15.6,113.6,191.2,175.4,305.3,7.26,4.77,0.552,0.257,0.914,0.917
North Texas,AAC,2023,0,0.4166666666666667,6,130,-0.42,34.5,37.1,255.2,191.2,221.2,304.7,6.53,6.56,0.422,0.462,0.898,0.875
North Carolina,ACC,2023,0,0.6153846153846154,7,94,0.38,34.5,27.3,163.2,192.1,241.2,299.2,6.67,5.62,0.484,0.386,0.881,0.800
UCF,Big 12,2023,0,0.46153846153846156,8,81,-0.15,31.3,25.8,194.3,228.2,196.7,258.8,7.07,5.76,0.500,0.395,0.755,0.821
Texas,Big 12,2023,1,0.8571428571428571,9,34,0.43,35.8,18.9,82.4,188.4,254.4,289.1,6.67,5.24,0.384,0.266,0.803,0.738
Southern California,Pac-12,2023,0,0.6153846153846154,10,116,-0.08,41.8,34.4,186.5,134.6,246.4,333.0,7.39,6.10,0.434,0.436,0.867,0.909
TCU,Big 12,2023,0,0.4166666666666667,11,100,-0.58,31.3,27.8,154.7,154.5,253.7,312.2,6.16,5.65,0.466,0.394,0.725,0.867
Washington,Pac-12,2023,1,0.9333333333333333,12,96,0.00,36.0,24.8,148.1,118.4,258.6,343.7,7.04,5.77,0.442,0.386,0.863,0.852
Ole Miss,SEC,2023,1,0.8461538461538461,13,68,0.85,35.1,22.1,152.8,176.3,229.5,285.6,6.46,5.46,0.371,0.390,0.881,0.854
Memphis,AAC,2023,1,0.7692307692307693,14,111,0.38,39.4,28.8,155.2,152.0,268.0,306.5,6.55,6.26,0.453,0.333,0.873,0.833
Texas St.,Sun Belt,2023,0,0.6153846153846154,15,91,-0.08,36.7,32.8,151.3,186.7,246.3,270.9,6.21,5.71,0.440,0.468,0.869,0.855
SMU,AAC,2023,1,0.7857142857142857,16,12,0.21,38.7,17.8,121.9,175.9,182.2,278.4,6.24,4.59,0.431,0.281,0.931,0.778
South Fla.,AAC,2023,0,0.5384615384615384,17,115,0.23,31.9,32.2,143.7,182.8,288.8,268.8,5.71,6.07,0.377,0.328,0.732,0.841
UAB,AAC,2023,0,0.3333333333333333,18,118,0.08,29.9,36.9,197.1,161.1,237.9,288.9,6.33,6.17,0.403,0.494,0.731,0.852
Tennessee,SEC,2023,0,0.6923076923076923,19,32,0.46,31.8,20.3,113.7,204.8,221.5,243.2,6.48,4.97,0.420,0.365,0.833,0.854
Arizona,Pac-12,2023,1,0.7692307692307693,20,48,0.38,34.6,21.1,118.2,139.7,239.7,308.3,6.76,5.44,0.488,0.415,0.930,0.760
Kansas,Big 12,2023,0,0.6923076923076923,21,62,0.08,34.8,26.5,161.5,206.0,216.7,240.1,7.16,5.76,0.483,0.416,0.860,0.980
App State,Sun Belt,2023,0,0.6428571428571429,22,63,0.21,33.2,26.6,178.4,172.0,200.3,273.6,6.20,5.74,0.420,0.402,0.864,0.824
Kansas St.,Big 12,2023,0,0.6923076923076923,23,57,0.85,37.1,21.0,147.5,204.1,225.1,241.2,6.04,5.76,0.479,0.302,0.892,0.788
South Alabama,Sun Belt,2023,0,0.5384615384615384,24,15,0.15,33.1,21.0,113.7,172.0,199.5,268.2,6.38,5.01,0.434,0.341,0.900,0.774
Utah St.,Mountain West,2023,0,0.46153846153846156,25,117,-0.38,33.2,34.7,213.5,184.4,219.6,254.2,6.12,5.79,0.364,0.424,0.867,0.810
Boise St.,Mountain West,2023,0,0.5714285714285714,26,71,-0.21,32.1,25.1,134.8,214.9,250.4,221.3,6.55,6.04,0.459,0.387,0.887,0.812
West Virginia,Big 12,2023,0,0.6923076923076923,27,66,0.15,31.5,26.2,143.4,228.9,237.4,205.7,6.31,5.78,0.397,0.386,0.845,0.829
Missouri,SEC,2023,1,0.8461538461538461,28,33,0.77,32.5,20.8,122.8,172.0,213.2,262.3,6.46,5.28,0.426,0.369,0.966,0.821
Notre Dame,FBS Independent,2023,1,0.7692307692307693,29,5,0.54,39.2,15.9,119.0,185.7,157.3,246.5,6.95,4.44,0.448,0.346,0.870,0.706
Oklahoma St.,Big 12,2023,0,0.7142857142857143,30,122,0.14,29.6,28.6,166.8,155.3,275.0,276.5,5.93,6.48,0.388,0.418,0.887,0.865
Miami,FL,2023,0,0.5384615384615384,31,24,-0.31,31.5,22.8,105.6,173.2,216.0,258.0,6.40,5.17,0.411,0.358,0.846,0.875
UCLA,Pac-12,2023,0,0.6153846153846154,32,10,0.15,26.5,18.4,80.8,197.9,220.8,229.2,5.93,4.63,0.451,0.354,0.633,0.821
Cincinnati,Big 12,2023,0,0.25,33,93,-0.33,24.1,30.0,176.9,217.1,225.8,209.0,5.83,6.67,0.420,0.399,0.767,0.870
Georgia Tech,ACC,2023,0,0.5384615384615384,34,120,0.31,31.1,29.5,221.3,203.8,215.8,220.8,6.34,6.29,0.431,0.435,0.860,0.855
Washington St.,Pac-12,2023,0,0.4166666666666667,35,78,-0.50,31.7,28.1,150.8,84.8,238.6,336.8,5.94,5.67,0.425,0.411,0.760,0.905
UTSA,AAC,2023,0,0.6923076923076923,36,55,-0.38,31.9,24.1,135.5,171.8,233.6,249.8,5.70,5.18,0.477,0.386,0.860,0.833
Ga. Southern,Sun Belt,2023,0,0.46153846153846156,37,88,-0.77,30.2,30.5,161.4,117.2,234.5,302.2,5.72,6.06,0.454,0.386,0.842,0.862
Troy,Sun Belt,2023,1,0.7857142857142857,38,14,0.36,29.6,17.1,106.6,153.4,201.5,266.0,6.23,4.76,0.402,0.325,0.923,0.829
Toledo,MAC,2023,1,0.7857142857142857,39,27,-0.21,32.3,20.3,148.8,198.6,183.0,220.6,6.51,4.96,0.444,0.374,0.895,0.787
Coastal Carolina,Sun Belt,2023,0,0.6153846153846154,40,64,0.46,27.7,23.8,167.8,154.6,211.8,261.6,6.18,5.78,0.442,0.417,0.759,0.776
Louisville,ACC,2023,0,0.7142857142857143,41,21,0.07,30.7,21.3,99.8,178.5,217.3,236.6,6.18,5.32,0.374,0.298,0.808,0.676
UNLV,Mountain West,2023,0,0.6428571428571429,42,103,0.57,34.4,28.6,161.8,173.5,253.7,239.2,6.13,6.25,0.493,0.365,0.931,0.840
New Mexico St.,CUSA,2023,0,0.6666666666666666,43,83,-0.13,27.5,22.8,143.7,198.7,248.7,213.7,6.74,6.11,0.433,0.372,0.865,0.726
New Mexico,Mountain West,2023,0,0.3333333333333333,44,99,-0.58,27.2,35.1,172.2,192.7,236.0,217.9,6.21,6.74,0.414,0.371,0.923,0.918
Oregon St.,Pac-12,2023,0,0.6153846153846154,45,39,0.46,31.8,22.9,114.2,167.1,235.8,242.2,6.45,5.42,0.385,0.394,0.976,0.818
Florida,SEC,2023,0,0.4166666666666667,46,69,-0.42,28.4,27.6,155.6,149.8,226.7,259.2,6.05,6.44,0.369,0.356,0.917,0.875
Ohio St.,Big Ten,2023,1,0.8461538461538461,47,3,-0.15,30.5,11.2,119.5,138.8,145.9,269.1,6.38,4.17,0.436,0.286,0.860,0.750
Texas A&M,SEC,2023,0,0.5384615384615384,48,19,-0.15,33.3,22.1,108.8,136.2,207.4,270.8,6.00,5.23,0.434,0.322,0.869,0.833
San Jose St.,Mountain West,2023,0,0.5384615384615384,49,42,0.85,31.8,25.6,170.2,184.1,183.0,219.5,6.52,5.43,0.454,0.448,0.789,0.974
Clemson,ACC,2023,0,0.6923076923076923,50,8,0.46,29.8,21.1,114.6,174.3,173.2,228.4,5.25,4.70,0.404,0.321,0.733,0.828
Western Ky.,CUSA,2023,0,0.6153846153846154,51,108,0.23,30.5,28.7,190.0,105.4,229.7,296.4,5.83,5.81,0.432,0.398,0.950,0.809
Florida St.,ACC,2023,1,0.9285714285714286,52,28,0.57,34.6,19.3,152.2,150.2,179.7,251.4,6.27,5.02,0.363,0.288,0.873,0.822
Penn St.,Big Ten,2023,1,0.7692307692307693,53,2,1.23,36.2,13.5,75.5,184.8,172.1,215.0,5.60,4.16,0.408,0.302,0.953,0.917
Colorado St.,Mountain West,2023,0,0.4166666666666667,54,104,-0.42,26.1,29.6,166.2,92.2,249.7,306.5,5.74,5.71,0.411,0.441,0.795,0.896
Georgia St.,Sun Belt,2023,0,0.5384615384615384,55,113,0.15,27.2,30.1,145.8,188.1,279.5,205.2,5.81,6.29,0.455,0.445,0.750,0.771
Alabama,SEC,2023,1,0.8571428571428571,56,18,0.57,34.0,19.0,124.9,172.6,191.1,220.4,6.21,5.01,0.451,0.330,0.923,0.829
Louisiana,Sun Belt,2023,0,0.46153846153846156,57,73,0.08,32.2,28.6,170.8,175.7,215.0,216.7,6.10,5.21,0.407,0.445,0.808,0.828
Virginia Tech,ACC,2023,0,0.5384615384615384,58,20,0.08,29.5,23.9,148.0,189.8,168.8,201.7,5.95,5.15,0.349,0.347,0.885,0.886
Middle Tenn.,CUSA,2023,0,0.3333333333333333,59,86,-0.42,24.2,28.1,146.1,125.1,249.5,266.0,5.71,5.49,0.398,0.448,0.811,0.848
Illinois,Big Ten,2023,0,0.4166666666666667,60,61,-0.67,24.5,29.4,149.2,126.4,228.1,264.6,5.79,5.28,0.360,0.440,0.917,0.849
California,Pac-12,2023,0,0.46153846153846156,61,102,0.00,30.2,32.8,133.4,172.8,280.7,218.2,5.46,5.71,0.387,0.415,0.792,0.885
Fresno St.,Mountain West,2023,0,0.6923076923076923,62,56,0.69,30.5,23.5,166.2,105.5,204.7,282.2,5.70,5.35,0.476,0.396,0.915,0.868
Maryland,Big Ten,2023,0,0.6153846153846154,63,30,0.23,29.7,22.5,125.5,108.4,208.6,278.9,5.87,4.86,0.436,0.339,0.846,0.804
Texas Tech,Big 12,2023,0,0.5384615384615384,64,79,-0.46,27.4,26.0,160.4,162.7,229.2,224.0,5.33,5.49,0.395,0.414,0.860,0.820
Tulsa,AAC,2023,0,0.3333333333333333,65,125,-0.25,23.4,33.8,164.8,180.8,279.8,204.7,5.37,6.58,0.446,0.400,0.889,0.854
Louisiana Tech,CUSA,2023,0,0.25,66,107,-0.75,25.9,33.4,232.8,123.8,185.3,260.9,5.74,6.10,0.305,0.409,0.897,0.930
Michigan,Big Ten,2023,1,1.0,67,1,1.27,35.9,10.4,90.0,169.1,157.0,213.7,6.21,4.28,0.428,0.291,0.894,0.720
Boston College,ACC,2023,0,0.5384615384615384,68,70,-0.15,24.8,28.3,187.9,198.8,197.2,182.5,5.46,6.29,0.414,0.416,0.857,0.930
Wisconsin,Big Ten,2023,0,0.5384615384615384,69,38,0.00,23.5,20.2,135.1,161.0,208.9,220.2,5.37,5.12,0.442,0.396,0.848,0.806
Purdue,Big Ten,2023,0,0.3333333333333333,70,67,0.00,23.9,29.9,140.6,169.1,241.5,211.2,5.34,5.72,0.358,0.412,0.721,0.867
Baylor,Big 12,2023,0,0.25,71,110,0.08,23.1,33.3,184.9,114.8,236.4,263.0,5.30,6.58,0.362,0.441,0.745,0.800
Arkansas St.,Sun Belt,2023,0,0.46153846153846156,72,124,0.23,27.1,30.4,184.2,147.6,259.4,226.0,5.86,6.16,0.355,0.409,0.756,0.807
Temple,AAC,2023,0,0.25,73,121,-1.67,21.1,35.7,198.3,95.7,243.2,276.7,5.33,6.30,0.382,0.470,0.694,0.849
Tulane,AAC,2023,1,0.7857142857142857,74,36,0.50,26.4,20.5,112.7,155.1,228.6,215.0,5.79,5.20,0.378,0.366,0.746,0.891
NIU,MAC,2023,0,0.5384615384615384,75,23,-0.23,24.9,21.0,148.4,179.6,171.2,189.8,5.76,5.12,0.416,0.408,0.795,0.844
Virginia,ACC,2023,0,0.25,76,101,-0.50,23.2,33.8,184.5,117.9,224.8,250.8,5.21,6.05,0.361,0.404,0.791,0.854
Air Force,Mountain West,2023,0,0.6923076923076923,77,6,-0.23,27.8,18.2,90.8,281.5,186.8,85.0,5.77,4.89,0.462,0.354,0.830,0.862
Western Mich.,MAC,2023,0,0.3333333333333333,78,84,0.33,23.7,31.8,158.8,153.8,234.6,211.2,5.02,6.11,0.358,0.456,0.795,0.870
Iowa St.,Big 12,2023,0,0.5384615384615384,79,50,0.62,26.2,22.8,134.2,119.9,228.9,245.0,6.22,5.22,0.391,0.361,0.939,0.732
Colorado,Pac-12,2023,0,0.3333333333333333,80,127,0.75,28.2,34.8,176.4,68.9,276.9,294.7,5.24,6.27,0.391,0.467,0.974,0.778
South Carolina,SEC,2023,0,0.4166666666666667,81,87,0.33,26.0,26.3,149.4,85.1,246.2,278.0,5.58,5.50,0.338,0.429,0.897,0.804
Rice,AAC,2023,0,0.46153846153846156,82,52,-1.08,29.5,28.1,153.1,110.5,211.6,252.5,5.77,5.50,0.385,0.371,0.894,0.750
UTEP,CUSA,2023,0,0.25,83,75,-0.50,19.9,28.5,202.2,144.3,184.7,217.7,5.59,6.07,0.327,0.430,0.800,0.911
Houston,Big 12,2023,0,0.3333333333333333,84,112,-0.08,23.7,31.5,168.6,118.7,255.3,241.5,5.63,5.98,0.365,0.484,0.771,0.816
Marshall,Sun Belt,2023,0,0.46153846153846156,85,60,-0.85,22.8,28.7,155.5,132.3,221.0,226.2,5.31,5.50,0.313,0.324,0.738,0.740
Massachusetts,FBS Independent,2023,0,0.25,86,114,-0.08,23.2,37.8,220.8,142.2,206.2,214.1,5.79,6.80,0.367,0.454,0.833,0.848
Southern Miss.,Sun Belt,2023,0,0.25,87,109,0.17,23.2,35.8,178.8,162.8,242.0,190.7,5.00,6.74,0.380,0.379,0.837,0.872
Hawaii,Mountain West,2023,0,0.38461538461538464,88,72,-0.77,21.4,32.2,170.9,76.1,214.4,276.4,5.32,6.17,0.372,0.452,0.756,0.809
Stanford,Pac-12,2023,0,0.25,89,129,-0.33,20.6,37.2,163.7,118.6,298.0,233.0,5.03,6.57,0.361,0.513,0.886,0.815
Auburn,SEC,2023,0,0.46153846153846156,90,45,-0.15,26.2,22.6,155.0,189.0,202.2,162.2,5.50,5.65,0.329,0.317,0.833,0.795
NC State,ACC,2023,0,0.6923076923076923,91,29,0.69,26.1,20.8,116.5,156.5,215.6,193.9,5.32,5.40,0.401,0.278,0.826,0.824
Utah,Pac-12,2023,0,0.6153846153846154,92,13,0.15,23.2,19.3,82.8,182.5,224.4,165.8,5.09,5.21,0.413,0.295,0.812,0.781
Old Dominion,Sun Belt,2023,0,0.46153846153846156,93,82,0.23,23.8,27.2,141.7,153.4,250.5,194.8,5.42,5.22,0.371,0.377,0.722,0.796
Duke,ACC,2023,0,0.6153846153846154,94,41,0.00,26.9,19.0,141.9,167.2,210.8,180.8,5.62,5.15,0.368,0.383,0.860,0.744
Ohio,MAC,2023,1,0.7692307692307693,95,4,0.77,24.3,15.8,91.2,144.4,182.4,203.6,5.21,4.82,0.457,0.304,0.846,0.750
Central Mich.,MAC,2023,0,0.4166666666666667,96,98,-0.67,23.2,31.1,159.8,159.4,247.2,184.7,5.29,6.34,0.343,0.368,0.838,0.925
Syracuse,ACC,2023,0,0.46153846153846156,97,65,-0.15,23.5,25.4,148.2,172.3,232.4,171.0,5.28,5.35,0.392,0.406,0.780,0.760
Kentucky,SEC,2023,0,0.5384615384615384,98,43,-0.15,29.1,25.8,113.1,127.8,240.5,211.6,6.18,5.22,0.380,0.432,0.810,0.915
Indiana,Big Ten,2023,0,0.25,99,85,-0.42,22.2,29.9,156.2,120.1,237.8,212.8,4.99,5.82,0.375,0.361,0.818,0.889
Fla. Atlantic,AAC,2023,0,0.3333333333333333,100,90,0.08,23.8,25.5,149.2,115.2,248.1,215.5,5.08,5.36,0.339,0.365,0.756,0.837
Mississippi St.,SEC,2023,0,0.4166666666666667,101,40,-0.17,21.8,26.6,145.9,146.8,204.7,181.8,5.26,5.33,0.308,0.341,0.795,0.917
Wake Forest,ACC,2023,0,0.3333333333333333,102,74,-0.50,20.2,27.0,154.3,130.4,232.3,197.3,4.98,5.84,0.342,0.402,0.778,0.769
Wyoming,Mountain West,2023,0,0.6923076923076923,103,47,0.85,25.3,22.3,144.5,158.5,213.2,168.5,5.51,5.25,0.368,0.445,0.875,0.851
UConn,FBS Independent,2023,0,0.25,104,95,-0.33,19.1,29.8,147.7,136.6,258.8,190.3,5.06,6.11,0.355,0.429,0.781,0.795
Arkansas,SEC,2023,0,0.3333333333333333,105,46,-0.08,26.6,27.9,154.4,139.0,202.8,187.5,4.93,5.68,0.383,0.373,0.919,0.894
San Diego St.,Mountain West,2023,0,0.3333333333333333,106,97,0.08,20.5,26.8,165.8,154.2,241.2,171.8,5.06,6.15,0.353,0.414,0.784,0.897
Bowling Green,MAC,2023,0,0.5384615384615384,107,25,0.69,26.2,24.0,146.2,137.5,179.8,188.4,5.38,5.24,0.333,0.383,0.872,0.842
Miami,OH,2023,1,0.7857142857142857,108,26,0.00,25.6,15.9,132.2,158.1,198.1,165.4,5.69,4.96,0.361,0.297,0.922,0.738
Arizona St.,Pac-12,2023,0,0.25,109,89,-0.92,17.8,31.8,133.5,111.9,263.3,210.3,4.75,5.95,0.318,0.410,0.906,0.815
ULM,Sun Belt,2023,0,0.16666666666666666,110,126,0.08,17.3,34.9,170.9,146.1,274.9,174.8,5.07,6.03,0.324,0.509,0.622,0.855
FIU,CUSA,2023,0,0.3333333333333333,111,119,-0.75,20.1,31.8,190.8,90.2,245.8,229.3,5.03,5.98,0.284,0.405,0.778,0.818
Vanderbilt,SEC,2023,0,0.16666666666666666,112,128,-0.25,22.8,36.2,175.3,95.2,279.6,223.7,5.18,6.55,0.331,0.470,0.765,0.925
Buffalo,MAC,2023,0,0.25,113,53,0.08,20.9,27.4,179.9,133.6,187.2,185.2,4.61,5.80,0.344,0.335,0.711,0.905
Pittsburgh,ACC,2023,0,0.25,114,49,-0.42,20.2,27.3,150.2,101.9,211.4,216.0,5.33,5.36,0.318,0.369,0.880,0.744
Charlotte,AAC,2023,0,0.25,115,59,-0.42,17.5,28.6,161.5,145.0,212.7,167.8,4.74,5.84,0.237,0.394,0.714,0.851
Nebraska,Big Ten,2023,0,0.4166666666666667,115,11,-1.42,18.0,18.2,92.9,176.8,210.6,135.9,5.08,4.62,0.379,0.367,0.690,0.816
Army West Point,FBS Independent,2023,0,0.5,117,51,-0.25,20.5,21.1,176.2,208.0,187.9,102.8,5.05,5.88,0.378,0.401,0.788,0.765
BYU,Big 12,2023,0,0.4166666666666667,118,106,0.08,23.1,29.8,177.7,104.3,240.0,205.4,4.92,5.92,0.285,0.451,0.811,0.826
